ko	name	description	module_id	module	pathway_id	pathway	class
K01770	ERG2	C-8 sterol isomerase [EC:5.-.-.-]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12506	ERG2	C-8 sterol isomerase [EC:5.-.-.-]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01770	SC5DL, ERG3	Delta7-sterol 5-desaturase [EC:1.14.19.20]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12506	SC5DL, ERG3	Delta7-sterol 5-desaturase [EC:1.14.19.20]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01770	ERG5, CYP61A	sterol 22-desaturase [EC:1.14.19.41]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12506	ERG5, CYP61A	sterol 22-desaturase [EC:1.14.19.41]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01770	ERG4	Delta24(24(1))-sterol reductase [EC:1.3.1.71]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12506	ERG4	Delta24(24(1))-sterol reductase [EC:1.3.1.71]	M00102	Ergocalciferol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01770	HPT, HGGT, ubiA	homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12506	HPT, HGGT, ubiA	homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	VTE3, APG1	MPBQ/MSBQ methyltransferase [EC:2.1.1.295]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	VTE3, APG1	MPBQ/MSBQ methyltransferase [EC:2.1.1.295]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	VTE1, SXD1	tocopherol cyclase [EC:5.5.1.24]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	VTE1, SXD1	tocopherol cyclase [EC:5.5.1.24]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	E2.1.1.95	tocopherol O-methyltransferase [EC:2.1.1.95]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	E2.1.1.95	tocopherol O-methyltransferase [EC:2.1.1.95]	M00112	Tocopherol/tocotorienol biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	LOX2S	lipoxygenase [EC:1.13.11.12]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	LOX2S	lipoxygenase [EC:1.13.11.12]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	AOS	hydroperoxide dehydratase [EC:4.2.1.92]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	AOS	hydroperoxide dehydratase [EC:4.2.1.92]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	AOC	allene oxide cyclase [EC:5.3.99.6]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	AOC	allene oxide cyclase [EC:5.3.99.6]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	OPR	12-oxophytodienoic acid reductase [EC:1.3.1.42]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	OPR	12-oxophytodienoic acid reductase [EC:1.3.1.42]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	OPCL1	OPC-8:0 CoA ligase 1 [EC:6.2.1.-]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	OPCL1	OPC-8:0 CoA ligase 1 [EC:6.2.1.-]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	E1.3.3.6, ACOX1, ACOX3	acyl-CoA oxidase [EC:1.3.3.6]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	E1.3.3.6, ACOX1, ACOX3	acyl-CoA oxidase [EC:1.3.3.6]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	MFP2	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	MFP2	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	ACAA1	acetyl-CoA acyltransferase 1 [EC:2.3.1.16]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	ACAA1	acetyl-CoA acyltransferase 1 [EC:2.3.1.16]	M00113	Jasmonic acid biosynthesis [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	GPI, pgi	glucose-6-phosphate isomerase [EC:5.3.1.9]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	GPI, pgi	glucose-6-phosphate isomerase [EC:5.3.1.9]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	manA, MPI	mannose-6-phosphate isomerase [EC:5.3.1.8]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	manA, MPI	mannose-6-phosphate isomerase [EC:5.3.1.8]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	PMM	phosphomannomutase [EC:5.4.2.8]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	PMM	phosphomannomutase [EC:5.4.2.8]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	GMPP	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	GMPP	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	GME	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	GME	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12502	VTC2_5	GDP-L-galactose phosphorylase [EC:2.7.7.69]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18534	VTC2_5	GDP-L-galactose phosphorylase [EC:2.7.7.69]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	GalDH	L-galactose dehydrogenase [EC:1.1.1.316]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	GalDH	L-galactose dehydrogenase [EC:1.1.1.316]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	GLDH	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	GLDH	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menF	menaquinone-specific isochorismate synthase [EC:5.4.4.2]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menF	menaquinone-specific isochorismate synthase [EC:5.4.4.2]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menC	O-succinylbenzoate synthase [EC:4.2.1.113]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menC	O-succinylbenzoate synthase [EC:4.2.1.113]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menE	O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menE	O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menB	naphthoate synthase [EC:4.1.3.36]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menB	naphthoate synthase [EC:4.1.3.36]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	menA	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	menA	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K10047	ubiE	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18649	ubiE	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	M00116	Menaquinone biosynthesis, chorismate => menaquinol [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03181	ubiC	chorismate--pyruvate lyase [EC:4.1.3.40]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18240	ubiC	chorismate--pyruvate lyase [EC:4.1.3.40]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03181	ubiA	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K18240	ubiA	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	ubiX, bsdB, PAD1	flavin prenyltransferase [EC:2.5.1.129]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	ubiX, bsdB, PAD1	flavin prenyltransferase [EC:2.5.1.129]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	ubiI	2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	ubiI	2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	ubiE	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	ubiE	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	ubiF	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	ubiF	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase [EC:2.6.1.42]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase [EC:2.6.1.42]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	panE, apbA	2-dehydropantoate 2-reductase [EC:1.1.1.169]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	panE, apbA	2-dehydropantoate 2-reductase [EC:1.1.1.169]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03186	panD	aspartate 1-decarboxylase [EC:4.1.1.11]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K03182	panD	aspartate 1-decarboxylase [EC:4.1.1.11]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01918	panC	pantoate--beta-alanine ligase [EC:6.3.2.1]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13799	panC	pantoate--beta-alanine ligase [EC:6.3.2.1]	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01885	EARS, gltX	glutamyl-tRNA synthetase [EC:6.1.1.17]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14163	EARS, gltX	glutamyl-tRNA synthetase [EC:6.1.1.17]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01885	hemA	glutamyl-tRNA reductase [EC:1.2.1.70]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14163	hemA	glutamyl-tRNA reductase [EC:1.2.1.70]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01885	hemL	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14163	hemL	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01885	hemB, ALAD	porphobilinogen synthase [EC:4.2.1.24]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14163	hemB, ALAD	porphobilinogen synthase [EC:4.2.1.24]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01885	hemC, HMBS	hydroxymethylbilane synthase [EC:2.5.1.61]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14163	hemC, HMBS	hydroxymethylbilane synthase [EC:2.5.1.61]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	hemD, UROS	uroporphyrinogen-III synthase [EC:4.2.1.75]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	hemD, UROS	uroporphyrinogen-III synthase [EC:4.2.1.75]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	hemD, UROS	uroporphyrinogen-III synthase [EC:4.2.1.75]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	hemE, UROD	uroporphyrinogen decarboxylase [EC:4.1.1.37]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	hemE, UROD	uroporphyrinogen decarboxylase [EC:4.1.1.37]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	hemE, UROD	uroporphyrinogen decarboxylase [EC:4.1.1.37]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	CPOX, hemF	coproporphyrinogen III oxidase [EC:1.3.3.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	CPOX, hemF	coproporphyrinogen III oxidase [EC:1.3.3.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	CPOX, hemF	coproporphyrinogen III oxidase [EC:1.3.3.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	hemG	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	hemG	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	hemG	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	PPOX, hemY	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	PPOX, hemY	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	PPOX, hemY	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	hemJ	protoporphyrinogen IX oxidase [EC:1.3.99.-]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	hemJ	protoporphyrinogen IX oxidase [EC:1.3.99.-]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	hemJ	protoporphyrinogen IX oxidase [EC:1.3.99.-]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01719	hemH, FECH	protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13542	hemH, FECH	protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13543	hemH, FECH	protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01497	ribA, RIB1	GTP cyclohydrolase II [EC:3.5.4.25]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14652	ribA, RIB1	GTP cyclohydrolase II [EC:3.5.4.25]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
