ko	ko name	ko des	module	module name	map	map name	map class
K13030	UGT85B1	cyanohydrin beta-glucosyltransferase [EC:2.4.1.85] [RN:R04296]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K11812	CYP79B1_2	tryptophan N-monooxygenase [EC:1.14.14.156] [RN:R08160]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K11813	CYP79B3	tryptophan N-monooxygenase [EC:1.14.14.156] [RN:R08160]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K11818	CYP83B1	aromatic aldoxime N-monooxygenase [EC:1.14.14.45] [RN:R08168]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K11819	SUR1, RTY	S-alkyl-thiohydroximate lyase SUR1 [EC:4.4.1.-] [RN:R08170]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K11820	UGT74B1	N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195] [RN:R08164]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K11821	ST5A, SOT16	aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24] [RN:R08167]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09587	CYP90B1, DWF4	steroid 22-alpha-hydroxylase [EC:1.14.13.-] [RN:R07445]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12639	CYP724B1, D11	steroid 22-alpha-hydroxylase [EC:1.14.13.-] [RN:R07445]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09588	CYP90A1, CPD	cytochrome P450, family 90, subfamily A, polypeptide 1 [EC:1.14.-.-] [RN:R07446]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09591	DET2	probable steroid reductase DET2 [EC:1.3.1.22] [RN:R07447]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12637	CYP90C1, ROT3	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147] [RN:R07791]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12638	CYP90D1	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147] [RN:R07791]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K20623	CYP92A6	6-deoxotyphasterol 2alpha-hydroxylase [RN:R07474]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09590	CYP85A1, BR6OX1	cytochrome P450, family 85, subfamily A, polypeptide 1 / 2 [EC:1.14.-.-] [RN:R07450 R07451]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12640	CYP85A2, BR6OX2	cytochrome P450, family 85, subfamily A, polypeptide 1 / 2 [EC:1.14.-.-] [RN:R07450 R07451]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15746	crtZ	beta-carotene hydroxylase [EC:1.14.15.24 1.14.-.-] [RN:R07558 R07559]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15747	LUT5, CYP97A3	beta-carotene hydroxylase [EC:1.14.15.24 1.14.-.-] [RN:R07558 R07559]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09838	ZEP, ABA1	zeaxanthin epoxidase [EC:1.14.13.90] [RN:R06946 R06947]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K14594	NSY	NSY; neoxanthin synthase [EC:5.3.99.9] [RN:R06948]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09840	NCED	9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51] [RN:R06953 R06952]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09841	ABA2	xanthoxin dehydrogenase [EC:1.1.1.288] [RN:R06954]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K09842	AAO3	abscisic-aldehyde oxidase [EC:1.2.3.14] [RN:R06957]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01649	leuA, IMS	2-isopropylmalate synthase [EC:2.3.3.13] [RN:R01213]	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01702	LEU1	3-isopropylmalate dehydratase [EC:4.2.1.33] [RN:R03968 R04001]	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01703	leuC, IPMI-L	3-isopropylmalate dehydratase [EC:4.2.1.33] [RN:R03968 R04001]	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01704	leuD, IPMI-S	3-isopropylmalate dehydratase [EC:4.2.1.33] [RN:R03968 R04001]	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00052	leuB, IMDH	3-isopropylmalate dehydrogenase [EC:1.1.1.85] [RN:R04426]	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00928	lysC	aspartate kinase [EC:2.7.2.4] [RN:R00480]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12524	thrA	aspartate kinase [EC:2.7.2.4] [RN:R00480]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12525	metL	aspartate kinase [EC:2.7.2.4] [RN:R00480]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12526	lysAC	aspartate kinase [EC:2.7.2.4] [RN:R00480]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00133	asd	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01714	dapA	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00215	dapB	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] [RN:R04198 R04199]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K10206	E2.6.1.83	LL-diaminopimelate aminotransferase [EC:2.6.1.83] [RN:R07613]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01778	dapF	diaminopimelate epimerase [EC:5.1.1.7] [RN:R02735]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01586	lysA	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12526	lysAC	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01601	rbcL	ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R03140]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01602	rbcS	ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R03140]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K19269	PGP, PGLP	phosphoglycolate phosphatase [EC:3.1.3.18] [RN:R01334]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K11517	HAO	(S)-2-hydroxy-acid oxidase [EC:1.1.3.15] [RN:R00475]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K03781	katE, CAT, catB, srpA	catalase [EC:1.11.1.6] [RN:R00009]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K14272	GGAT	glutamate--glyoxylate aminotransferase [EC:2.6.1.4] [RN:R00372]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00600	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1] [RN:R00945]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00830	AGXT	serine-glyoxylate transaminase [EC:2.6.1.45] [RN:R00588]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15893	HPR1	hydroxypyruvate reductase [EC:1.1.1.29] [RN:R01388]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15919	HPR2_3	hydroxypyruvate reductase [EC:1.1.1.29] [RN:R01388]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15918	GLYK	D-glycerate 3-kinase [EC:2.7.1.31] [RN:R01514]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00281	GLDC, gcvP	glycine cleavage system [RN:R01221]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00605	gcvT, AMT	glycine cleavage system [RN:R01221]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00382	DLD, lpd, pdhD	glycine cleavage system [RN:R01221]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K02437	gcvH, GCSH	glycine cleavage system [RN:R01221]	M00532	Photorespiration [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00975	glgC	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] [RN:R00948]	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00703	glgA	starch synthase [EC:2.4.1.21] [RN:R02421]	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K00700	GBE1, glgB	1,4-alpha-glucan branching enzyme [EC:2.4.1.18] [RN:R02110]	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K16149	K16149	1,4-alpha-glucan branching enzyme [EC:2.4.1.18] [RN:R02110]	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01214	ISA, treX	ISA; isoamylase [EC:3.2.1.68] [RN:R11261]	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K06044	treY, glgY	 treY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]  [RN:R01824]	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K01236	treZ, glgZ	 treZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]  [RN:R11256]	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18385	PAXC, ATMC, LTMC	geranylgeranyldiphosphate transferase [RN:R10349]	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18386	PAXM, ATMM, LTMM	FAD dependent monooxygenase [EC:1.14.13.-] [RN:R10350 R10351]	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18387	PAXB, ATMB, LTMB	paspaline synthase [RN:R10352 R10353]	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12743	PCBAB	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26] [RN:R04870]	M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K04126	PCBC	isopenicillin-N synthase [EC:1.21.3.1] [RN:R04872]	M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K10852	PENDE	isopenicillin-N N-acyltransferase [EC:2.3.1.164] [RN:R06361]	M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12743	PCBAB	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26] [RN:R04870]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K04126	PCBC	isopenicillin-N synthase [EC:1.21.3.1] [RN:R04872]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K04127	cefD	isopenicillin-N epimerase [EC:5.1.1.17] [RN:R04147]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12744	cefE	deacetoxycephalosporin-C synthase [EC:1.14.20.1] [RN:R05301]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12745	cefF	deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26] [RN:R05229]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K04128	cmcH	hydroxymethyl cephem carbamoyltransferase [EC:2.1.3.7] [RN:R05230]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18062	cmcI	cephamycin C biosynthesis protein [RN:R05302]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18063	cmcJ	cephamycin C biosynthesis protein [RN:R05303]	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12673	ceaS	N2-(2-carboxyethyl)arginine synthase [EC:2.5.1.66] [RN:R05465]	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12674	bls	(carboxyethyl)arginine beta-lactam-synthase [EC:6.3.3.4] [RN:R05467]	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12675	cs	clavaminate synthase [EC:1.14.11.21] [RN:R05466 R05468 R05469]	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K12676	pah	proclavaminate amidinohydrolase [EC:3.5.3.22] [RN:R05357]	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18317	cpmB, carB	carboxymethylproline synthase [EC:2.3.1.226] [RN:R10485]	M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18316	cpmA, carA	carbapenam-3-carboxylate synthase [EC:6.3.3.6] [RN:R10556]	M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K18315	cpmC, carC	(5R)-carbapenem-3-carboxylate synthase [EC:1.14.20.3] [RN:R10415]	M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K19102	nocA	nocardicin nonribosomal peptide synthetase [RN:R10880]	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K19103	nocB	nocardicin nonribosomal peptide synthetase [RN:R10880]	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K05375	mbtH, nocI	MbtH protein [RN:R10880]	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K19104	nat	isonocardicin synthase [EC:2.5.1.38] [RN:R10881 R03072]	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K19105	nocJ	nocardicin-A epimerase [EC:5.1.1.14] [RN:R10883 R03073]	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K19106	nocL	nocardicin N-oxygenase [EC:1.14.13.-] [RN:R10882]	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15988	tylG	tylG; tylactone synthase [RN:R06448]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15989	tylMII	tylMII; tylactone mycaminosyltransferase [EC:2.4.1.316] [RN:R06450]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15990	tylMIII	tylMIII; tylactone mycaminosyltransferase auxiliary protein [RN:R06450]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15992	tylI, CYP113B	tylI; cytochrome P450 TylI [RN:R06449]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15991	tylHI, CYP105L	tylHI; 20-oxo-5-O-mycaminosyltylactone 23-monooxygenase [EC:1.14.15.34] [RN:R10656]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15993	tylN	tylN; O-mycaminosyltylonolide 6-deoxyallosyltransferase [EC:2.4.1.317] [RN:R06451]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15994	tylCV	tylCV; demethyllactenocin mycarosyltransferase [EC:2.4.1.318] [RN:R06452]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15995	tylE	tylE; demethylmacrocin O-methyltransferase [EC:2.1.1.102] [RN:R02859]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15996	tylF	tylF; macrocin O-methyltransferase [EC:2.1.1.101] [RN:R02858]	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K10817	eryA	eryA; 6-deoxyerythronolide-B synthase [EC:2.3.1.94] [RN:R00918]	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K14366	eryF, CYP107A	eryF; 6-deoxyerythronolide B hydroxylase [EC:1.14.15.35] [RN:R05270]	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K14367	eryBV	eryBV; erythronolide mycarosyltransferase [EC:2.4.1.328] [RN:R05530]	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K14368	eryCIII	eryCIII; 3-alpha-mycarosylerythronolide B desosaminyl transferase [EC:2.4.1.278] [RN:R05531]	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
K15997	eryCII	eryCII; 3-alpha-mycarosylerythronolide B desosaminyl transferase auxiliary protein [RN:R05531]	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B [PATH:map01110]	path:map01110	Biosynthesis of secondary metabolites	Metabolism; Metabolism of terpenoids and polyketides
